lot,hibid_lot_id,item_id,current_bid,price_realized,bid_count,photo_count,status,time_left_seconds,category,title,lot_url
6,322873436,179291,2.0,0,1,11,OPEN,704282.51,Antiques & Collectibles - Antiques - Antique Furniture | Antiques & Collectibles - Antiques | Antiques & Collectibles,Dry Wash Stand,https://hibid.com/lot/322873436
7,322873437,179292,0.0,0,0,8,OPEN,704292.507,Furniture - Cabinets | Furniture,Display Cabinet,https://hibid.com/lot/322873437
8,322873438,179293,2.0,0,1,10,OPEN,704302.503,Furniture - Cabinets | Furniture,The Quality Line China Hutch,https://hibid.com/lot/322873438
9,322873439,179294,0.0,0,0,5,OPEN,704312.5,Antiques & Collectibles - Collectibles - Radios | Antiques & Collectibles - Collectibles | Antiques & Collectibles,1930’s Emerson Tube Radio,https://hibid.com/lot/322873439
10,322873440,179295,2.0,0,1,7,OPEN,704322.497,Antiques & Collectibles - Collectibles - Phones | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Mid Century Ringer Box Phone,https://hibid.com/lot/322873440
11,322873441,179296,2.0,0,1,9,OPEN,704332.493,Furniture - Cabinets | Furniture,Curved Glass Curio Cabinet w/ Wheat Design,https://hibid.com/lot/322873441
12,322873442,179297,0.0,0,0,7,OPEN,704342.49,Furniture - Entertainment Centers / TV Stands | Furniture,Pine Entertainment Cabinet,https://hibid.com/lot/322873442
13,322873443,179298,2.0,0,1,8,OPEN,704352.487,Business & Industrial - Business / Retail - Racks / Shelving | Business & Industrial - Business / Retail | Business & Industrial,Green Bakers Rack,https://hibid.com/lot/322873443
14,322873444,179299,0.0,0,0,12,OPEN,704362.483,Furniture - Cabinets | Furniture,Sauder Cabinet w/ Table Top Extension,https://hibid.com/lot/322873444
15,322873445,179300,3.0,0,2,10,OPEN,704372.48,Furniture - Cabinets | Furniture,Oak Book Cabinet,https://hibid.com/lot/322873445
16,322873446,179301,2.0,0,1,8,OPEN,704382.477,Furniture - Cabinets | Furniture,Light up Curio Cabinet,https://hibid.com/lot/322873446
17,322873447,179302,0.0,0,0,4,OPEN,704392.473,Home Goods & Decor - Home Goods - Lighting - Light Bulbs | Home Goods & Decor - Home Goods - Lighting | Home Goods & Decor - Home Goods | Home Goods & Decor,Black Three Bulb Light,https://hibid.com/lot/322873447
18,322873448,179303,0.0,0,0,13,OPEN,704402.467,Furniture - Chairs / Stools | Furniture,"Walking Canes, Anderson Federal Saving Yard Stick",https://hibid.com/lot/322873448
19,322873449,179304,0.0,0,0,6,OPEN,704412.463,Business & Industrial - Business / Retail - Janitorial - Cleaning Equipment | Business & Industrial - Business / Retail - Janitorial | Business & Industrial - Business / Retail | Business & Industrial,Kenmore Progressive 360 Vacuum,https://hibid.com/lot/322873449
20,322873450,179305,2.0,0,1,5,OPEN,704422.46,Construction & Farm - Shop / Warehouse - Saws / Drills | Construction & Farm - Shop / Warehouse | Construction & Farm,Cross Cut Buck Saw,https://hibid.com/lot/322873450
21,322873451,179306,0.0,0,0,6,OPEN,704432.4569999999,Construction & Farm - Horse Drawn Equipment | Construction & Farm,Children’s Yolk,https://hibid.com/lot/322873451
22,322873452,179307,0.0,0,0,11,OPEN,704442.45,Home Goods & Decor - Home Goods - Lighting - Lamps | Home Goods & Decor - Home Goods - Lighting | Home Goods & Decor - Home Goods | Home Goods & Decor,Q.H. Lighting Marble Base Floor Chandelier Lamp,https://hibid.com/lot/322873452
23,322873453,179308,0.0,0,0,10,OPEN,704452.45,Furniture - Desks / Home Office | Furniture,Roll Top Desk,https://hibid.com/lot/322873453
24,322873454,179309,2.0,0,1,8,OPEN,704462.443,Furniture - Tables | Furniture,Black Side Table,https://hibid.com/lot/322873454
25,322873455,179310,0.0,0,0,9,OPEN,704472.44,Furniture - Entertainment Centers / TV Stands | Furniture,Corner Television Stand,https://hibid.com/lot/322873455
26,322873456,179311,2.0,0,1,6,OPEN,704482.44,Furniture - Desks / Home Office | Furniture,Solid Oak Writing Desk,https://hibid.com/lot/322873456
27,322873457,179312,0.0,0,0,12,OPEN,704492.433,Furniture - Cabinets | Furniture,Broyhill China Hutch,https://hibid.com/lot/322873457
28,322873458,179313,0.0,0,0,13,OPEN,704502.4299999999,Furniture - Dressers / Wardrobes / Armoires | Furniture,Bassett Shirt Boy Dresser w/ Mirror,https://hibid.com/lot/322873458
29,322873459,179314,0.0,0,0,10,OPEN,704512.427,Furniture - Dressers / Wardrobes / Armoires | Furniture,Bassett Tall Boy Dresser,https://hibid.com/lot/322873459
30,322873460,179315,0.0,0,0,8,OPEN,704522.423,Furniture - Dressers / Wardrobes / Armoires | Furniture,6 Drawer Dresser,https://hibid.com/lot/322873460
31,322873461,179316,0.0,0,0,7,OPEN,704532.4199999999,Furniture - Dressers / Wardrobes / Armoires | Furniture,Wardrobe,https://hibid.com/lot/322873461
32,322873462,179317,0.0,0,0,14,OPEN,704542.417,Furniture - Dressers / Wardrobes / Armoires | Furniture,Dresser w/ Mirror,https://hibid.com/lot/322873462
33,322873463,179318,2.0,0,1,6,OPEN,704552.413,Furniture - Tables | Furniture,Telephone Stand,https://hibid.com/lot/322873463
34,322873464,179319,0.0,0,0,7,OPEN,704562.4099999999,Furniture - Chairs / Stools | Furniture,Oak Swivel Desk Chair,https://hibid.com/lot/322873464
35,322873465,179320,2.0,0,1,5,OPEN,704572.407,Business & Industrial - Business / Retail - Racks / Shelving | Business & Industrial - Business / Retail | Business & Industrial,Boat Shelf,https://hibid.com/lot/322873465
36,322873466,179321,0.0,0,0,9,OPEN,704582.4029999999,Antiques & Collectibles - Antiques - Antique Furniture | Antiques & Collectibles - Antiques | Antiques & Collectibles,Antique Dresser with Mirror,https://hibid.com/lot/322873466
37,322873467,179322,0.0,0,0,9,OPEN,704592.4,Furniture - Cabinets | Furniture,Cabinet,https://hibid.com/lot/322873467
38,322873468,179323,0.0,0,0,8,OPEN,704602.397,Home Goods & Decor - Home Goods - Appliances - Heating / Air Conditioning | Home Goods & Decor - Home Goods - Appliances | Home Goods & Decor - Home Goods | Home Goods & Decor,Electric Heat Fireplace,https://hibid.com/lot/322873468
39,322873469,179324,0.0,0,0,9,OPEN,704612.3929999999,Furniture - Tables | Furniture,Mid-century coffee table w/ glass Glass inlay,https://hibid.com/lot/322873469
40,322873470,179325,2.0,0,1,9,OPEN,704622.39,Furniture - Tables | Furniture,Side Table with Magazine Racks,https://hibid.com/lot/322873470
41,322873471,179326,0.0,0,0,10,OPEN,704632.39,Furniture - Dining Room Sets | Furniture,Drop Leaf Table w/ Chairs,https://hibid.com/lot/322873471
42,322873472,179327,2.0,0,1,7,OPEN,704642.387,Furniture - Tables | Furniture,19th Century Victorian Triangle Corner Table,https://hibid.com/lot/322873472
43,322873473,179328,0.0,0,0,11,OPEN,704652.3829999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Barometer, corner Wall Shelf, wall Hanger Decor",https://hibid.com/lot/322873473
43B,322873474,185507,2.0,0,1,5,OPEN,704662.38,Art - Prints / Lithographs | Art,Mount Shasta By Robert Wood Print,https://hibid.com/lot/322873474
44,322873475,179329,3.0,0,2,12,OPEN,704672.377,Furniture - Mirrors | Furniture,"Golden Oval Victorian Style Mirror, Winter Print",https://hibid.com/lot/322873475
45,322873476,179330,0.0,0,0,12,OPEN,704682.373,Art - Prints / Lithographs | Art,"Motorcycle & Car Prints, Collages Frame.",https://hibid.com/lot/322873476
46,322873477,179331,2.0,0,2,11,OPEN,704692.37,Art - Prints / Lithographs | Art,Chunky Antique Frames,https://hibid.com/lot/322873477
47,322873478,179332,0.0,0,0,7,OPEN,704702.367,Art - Posters | Art,"McCall’s ""Anna"" Magazine Poster",https://hibid.com/lot/322873478
48,322873479,179333,0.0,0,0,15,OPEN,704712.363,Art - Prints / Lithographs | Art,"Panda Print, Floral Print by Juan, Etched Mirror",https://hibid.com/lot/322873479
49,322873480,179334,0.0,0,0,12,OPEN,704722.36,Art - Prints / Lithographs | Art,"Jesus the Good Shepherd Print , Lord Prayer Plaque",https://hibid.com/lot/322873480
50,322873481,179335,0.0,0,0,13,OPEN,704732.357,Art - Paintings | Art,Felt Paintings from Mexico,https://hibid.com/lot/322873481
51,322873482,179336,2.0,0,1,7,OPEN,704742.353,Art - Prints / Lithographs | Art,48 x 24 Landscaping Prints,https://hibid.com/lot/322873482
52,322873483,179337,0.0,0,0,17,OPEN,704752.35,Art - Prints / Lithographs | Art,"Golden & Wood Framed Girl Prints,",https://hibid.com/lot/322873483
53,322873484,179338,0.0,0,0,15,OPEN,704762.347,Art - Prints / Lithographs | Art,"Broken Fences Farm ,Fireman ,Mountain Prints",https://hibid.com/lot/322873484
54,322873485,179339,0.0,0,0,15,OPEN,704772.343,Art - Prints / Lithographs | Art,"Brandy Wine Farm Print, First Snow Print,",https://hibid.com/lot/322873485
55,322873486,179340,0.0,0,0,14,OPEN,704782.34,Art - Prints / Lithographs | Art,"Angel, Jesus Shepherd prints, Penn Color Book",https://hibid.com/lot/322873486
55B,322873487,185503,2.0,0,1,6,OPEN,704792.3369999999,Home Goods & Decor - Home Goods - Lighting - Lamps | Home Goods & Decor - Home Goods - Lighting | Home Goods & Decor - Home Goods | Home Goods & Decor,Hurricane Lamp,https://hibid.com/lot/322873487
56,322873488,179341,0.0,0,0,7,OPEN,704802.333,Home Goods & Decor - Home Goods - Lighting - Lamps | Home Goods & Decor - Home Goods - Lighting | Home Goods & Decor - Home Goods | Home Goods & Decor,Desk Lamps,https://hibid.com/lot/322873488
57,322873489,179342,0.0,0,0,4,OPEN,704812.33,Home Goods & Decor - Home Goods - Lighting - Lamps | Home Goods & Decor - Home Goods - Lighting | Home Goods & Decor - Home Goods | Home Goods & Decor,John Wayne Touch Lamp,https://hibid.com/lot/322873489
58,322873490,179343,0.0,0,0,6,OPEN,704822.3269999999,Home Goods & Decor - Home Goods - Lighting - Lamps | Home Goods & Decor - Home Goods - Lighting | Home Goods & Decor - Home Goods | Home Goods & Decor,(2) Falkenstein Glass Bronze Flower Lamps,https://hibid.com/lot/322873490
59,322873491,179344,9.0,0,3,5,OPEN,704832.323,Home Goods & Decor - Home Goods - Lighting - Lamps | Home Goods & Decor - Home Goods - Lighting | Home Goods & Decor - Home Goods | Home Goods & Decor,Gone with the Wind Hurricane Lamp,https://hibid.com/lot/322873491
60,322873492,179345,2.0,0,1,9,OPEN,704842.32,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Elgin National Watch Works Sterling Spoon, Oxford",https://hibid.com/lot/322873492
61,322873493,179346,0.0,0,0,4,OPEN,704852.32,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Assortment of Stainless Steel Cutlery,https://hibid.com/lot/322873493
62,322873494,179347,0.0,0,0,10,OPEN,704862.3169999999,Antiques & Collectibles - Collectibles - Decorative - Vases / Jars | Antiques & Collectibles - Collectibles - Decorative | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Plated Bud Vase, Teapot Clock, Silver Tone Dish",https://hibid.com/lot/322873494
63,322873495,179348,2.0,0,1,7,OPEN,704872.313,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Farberware Silverware Gold Tone Silverware In A,https://hibid.com/lot/322873495
64,322873496,179349,0.0,0,0,9,OPEN,704882.3099999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Ceramic Serving Bowl,,White Soup Tureen",https://hibid.com/lot/322873496
65,322873497,179350,0.0,0,0,8,OPEN,704892.3069999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Assorted Silverware, Silver Lighting Cleaning Plat",https://hibid.com/lot/322873497
66,322873498,179351,0.0,0,0,10,OPEN,704902.303,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,National Double Tested Silverplate Silverware,https://hibid.com/lot/322873498
67,322873499,179352,0.0,0,0,6,OPEN,704912.2999999999,Toys - Dolls | Toys,"Japanese Ceramic Kokeshi Dolls{2}, Wooden Duck",https://hibid.com/lot/322873499
68,322873500,179353,0.0,0,0,6,OPEN,704922.297,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Glass Jar Hand Crank Nut & Spice Grinders {2},https://hibid.com/lot/322873500
68B,322873501,185496,2.0,0,1,7,OPEN,704932.293,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Ceramic Reindeer Cookie Jar,https://hibid.com/lot/322873501
69,322873502,179354,0.0,0,0,4,OPEN,704942.2899999999,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"McDonald's Collectable Glasses & Mugs, Kids Cups",https://hibid.com/lot/322873502
70,322873503,179355,0.0,0,0,4,OPEN,704952.2899999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Amber Textured Glass Beer Mugs, Ceramic Mugs",https://hibid.com/lot/322873503
71,322873504,179356,0.0,0,0,5,OPEN,704962.287,Antiques & Collectibles - Collectibles - Decorative - Vases / Jars | Antiques & Collectibles - Collectibles - Decorative | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Milk Glass Lidded Jar, Clear Round Glass Storage",https://hibid.com/lot/322873504
72,322873505,179357,0.0,0,0,4,OPEN,704972.2829999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Blue Glass Tumblers, Juice & Rocks Glasses",https://hibid.com/lot/322873505
73,322873506,179358,3.0,0,2,5,OPEN,704982.2799999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Holiday Lanterns, Holiday Mugs, Wire-Bail Jar.",https://hibid.com/lot/322873506
74,322873507,179359,2.0,0,1,6,OPEN,704992.2799999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Ceramic\Glass Mugs, Plastic Cups",https://hibid.com/lot/322873507
75,322873508,179360,0.0,0,0,7,OPEN,705002.277,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Peach Motif Salt/Pepper & Napkin Holder, Serving",https://hibid.com/lot/322873508
76,322873509,179361,0.0,0,0,8,OPEN,705012.27,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Johnson Bros Ceramic Platter, Colonial Co Platter",https://hibid.com/lot/322873509
77,322873510,179362,0.0,0,0,12,OPEN,705022.27,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Clear Glass Baking Dishes (3),https://hibid.com/lot/322873510
78,322873511,179363,0.0,0,0,6,OPEN,705032.267,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Espresso, Coffee & Soup Mugs",https://hibid.com/lot/322873511
79,322873512,179364,0.0,0,0,5,OPEN,705042.2629999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Glass Drinkware, Souvenir Mug, Shot Glasses",https://hibid.com/lot/322873512
80,322873513,179365,0.0,0,0,7,OPEN,705052.26,Antiques & Collectibles - Collectibles - Stoneware / Pfaltzgraff /Earthenware | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Stoneware Canister Jar Home & Garden Party,https://hibid.com/lot/322873513
81,322873514,179366,5.0,0,4,6,OPEN,705062.257,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Flordia Ashtrays, Cut Glass Decanter W/Marbles",https://hibid.com/lot/322873514
82,322873515,179367,0.0,0,0,8,OPEN,705072.257,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Napco Cookies All Over Ceramic Cookie Jar,https://hibid.com/lot/322873515
83,322873516,179368,9.0,0,5,7,OPEN,705082.253,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Ceramic Mushroom Storage Canister/Cookie Jar,https://hibid.com/lot/322873516
84,322873517,179369,0.0,0,0,8,OPEN,705092.25,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Clear Glass Pedestal Cake Stand, Rose/Fish Bowl",https://hibid.com/lot/322873517
85,322873518,179370,0.0,0,0,7,OPEN,705102.247,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"White Ceramic Chef-Themed Jar, Salt & Pepper Shake",https://hibid.com/lot/322873518
86,322873519,179371,2.0,0,1,9,OPEN,705112.243,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Ceramic Rooster Cookie Jar,https://hibid.com/lot/322873519
87,322873520,179372,0.0,0,0,8,OPEN,705122.24,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Floral Serving Platters(2), White Serving Bowl",https://hibid.com/lot/322873520
88,322873521,179379,0.0,0,0,9,OPEN,705132.237,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Non-stick Copper Colored Frying Pans, Red Copper",https://hibid.com/lot/322873521
89,322873522,179380,0.0,0,0,4,OPEN,705142.237,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Bullet Style Blender Cups, Chopper XL Manual",https://hibid.com/lot/322873522
90,322873523,179381,0.0,0,0,7,OPEN,705152.23,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Milk Glass Serving Bowl, Iridescent Snack Plates,",https://hibid.com/lot/322873523
91,322873524,179382,8.0,0,4,7,OPEN,705162.227,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Pyrex Spring Blossom Casserole Dish,https://hibid.com/lot/322873524
92,322873525,179383,0.0,0,0,13,OPEN,705172.223,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Riverdale Plate, Aluminum Lazy Susan, Cheese Tray",https://hibid.com/lot/322873525
93,322873526,179384,0.0,0,0,15,OPEN,705180.967,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Corelle Spring Blossom Green Assorted Dishes,https://hibid.com/lot/322873526
94,322873527,179385,0.0,0,0,10,OPEN,705190.963,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Porcelain Covered Serving Dish, Ceramic Serving",https://hibid.com/lot/322873527
95,322873528,179386,0.0,0,0,11,OPEN,705200.96,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Corning Ware Casserole Dishes, Pyrex Dish",https://hibid.com/lot/322873528
96,322873529,179387,0.0,0,0,11,OPEN,705210.9569999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Baking Pans, Muffin Tins, Bread Pans & More",https://hibid.com/lot/322873529
97,322873530,179388,0.0,0,0,15,OPEN,705220.953,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Bundt Pan, Pie Pans, Ceramic Pie Weights, 9x13 Pan",https://hibid.com/lot/322873530
98,322873531,179389,0.0,0,0,13,OPEN,705230.9469999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Pink Pyrex Bowl, Anchor Hocking Casserole Dish",https://hibid.com/lot/322873531
99,322873532,179390,0.0,0,0,11,OPEN,705240.9469999999,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,Brown Glazed Stoneware Divided Dish & Crock,https://hibid.com/lot/322873532
100,322873533,179391,0.0,0,0,5,OPEN,705250.943,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Avocado Footed Ice Tea Tumbler, Small Bowl, Candle",https://hibid.com/lot/322873533
101,322873534,179392,0.0,0,0,7,OPEN,705260.94,Antiques & Collectibles - Collectibles - Kitchen / Home | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Blue Speckled Enamelware Pan & Cups, Tea Kettle",https://hibid.com/lot/322873534
102,322873535,179393,0.0,0,0,3,OPEN,705270.94,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Cuisinart Advantage Ceramic Knives W/Blade Gaurds,https://hibid.com/lot/322873535
103,322873536,179394,0.0,0,0,5,OPEN,705280.9369999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Assorted Kitchen Utensils, Recipe Holder",https://hibid.com/lot/322873536
104,322873537,179395,0.0,0,0,4,OPEN,705290.933,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Tupperware Hourglass Salt & Pepper In A Stand,",https://hibid.com/lot/322873537
106,322873538,179397,0.0,0,0,13,OPEN,705300.927,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Autumn Gold Salad Plates, Berry Bowls",https://hibid.com/lot/322873538
107,322873539,179398,0.0,0,0,9,OPEN,705310.923,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Correlle Blossoms In Lace Plates ,Salad Plates,",https://hibid.com/lot/322873539
108,322873540,179399,0.0,0,0,7,OPEN,705320.9199999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,Capriware Ceramic Kitchen Canisters Fruit Motifs,https://hibid.com/lot/322873540
109,322873541,179400,0.0,0,0,6,OPEN,705330.9199999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,JC Penny Ceramic Canisters Brass Colored Metal,https://hibid.com/lot/322873541
110,322873542,179401,0.0,0,0,9,OPEN,705340.913,Business & Industrial - Restaurant / Food Industry - Meat Slicers | Business & Industrial - Restaurant / Food Industry | Business & Industrial,"Meat Mincer/Grinder(2), Slice O Matic Slicer",https://hibid.com/lot/322873542
111,322873543,179402,0.0,0,0,5,OPEN,705350.9099999999,Toys - Games | Toys,"Fuzzy Dice, Talking Parrot, Dino Bike Horn, Hat",https://hibid.com/lot/322873543
112,322873544,179403,0.0,0,0,4,OPEN,705360.9099999999,Antiques & Collectibles - Collectibles - Figurines | Antiques & Collectibles - Collectibles | Antiques & Collectibles,"Nutcrackers (2), Painted Eggs(2)",https://hibid.com/lot/322873544
113,322873545,179404,0.0,0,0,12,OPEN,705370.9029999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Square Frying Pan W/Stainless Frying Basket, Pans",https://hibid.com/lot/322873545
114,322873546,179405,0.0,0,0,8,OPEN,705380.9,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Tupperware Divided Vegetable & Dip Party Tray,",https://hibid.com/lot/322873546
115,322873547,179406,2.0,0,1,7,OPEN,705390.897,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Tupperware Butter Dish, Kitchen Scale, Toothpick",https://hibid.com/lot/322873547
116,322873548,179407,0.0,0,0,6,OPEN,705400.8929999999,Home Goods & Decor - Home Goods - Kitchen / Housewares | Home Goods & Decor - Home Goods | Home Goods & Decor,"Collapsible Dish Rack, Silicone Suction Lids(5)",https://hibid.com/lot/322873548
117,322873549,179408,2.0,0,1,6,OPEN,705410.89,Business & Industrial - Business / Retail - Janitorial - Cleaners / Cleaning Supplies | Business & Industrial - Business / Retail - Janitorial | Business & Industrial - Business / Retail | Business & Industrial,"Cascade Dishwasher Soap, Cleaning Products",https://hibid.com/lot/322873549
118,322873550,179409,0.0,0,0,7,OPEN,705420.887,Home Goods & Decor - Home Goods - Small Appliances | Home Goods & Decor - Home Goods | Home Goods & Decor,Ronco Showtime Rotisserie & BBQ,https://hibid.com/lot/322873550
119,322873551,179410,0.0,0,0,6,OPEN,705430.8829999999,Home Goods & Decor - Home Goods - Small Appliances | Home Goods & Decor - Home Goods | Home Goods & Decor,Nuwave Pro Infrared Cooking System,https://hibid.com/lot/322873551
120,322873552,179411,0.0,0,0,8,OPEN,705440.88,Home Goods & Decor - Home Goods - Small Appliances | Home Goods & Decor - Home Goods | Home Goods & Decor,"Deni Scoop Ice Cream Maker, Pressure Canner",https://hibid.com/lot/322873552
